,year,year_built,number_of_people,energy_star_rating,floor_area,occupant_density,operating_hours,wall_insulation_r_value,electric_eui,fuel_eui,site_eui,source_eui,ghg_emissions_int,zip_code,city,state,climate,building_class,facility_type,lighting,air_flow_control,heating,heating_fuel,cooling,wall_type,roof_ceiling,window_glass_layers,window_glass_type,energy_star_label,leed_score,data_source
10,2005.0,1987.0,18.0,75.0,94918.34187984947,0.473958607614935,84.0,,16.935593508678185,8.103685446024707,113.17240835910431,85.03311445233864,10.001690657586254,43147,Pickerington,OH,5A Cool - Humid (Chicago-IL),Commercial,Grocery store or food market,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
11,2008.0,1976.0,18.0,75.0,91887.91179948131,0.473958607614935,84.0,,50.39843993681081,,130.54464702554822,47.89976873451469,6.573920463128321,Unknown,Unknown,Unknown,Unknown,Commercial,Education - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
12,2009.0,1976.0,25.0,90.0,5857.0557011014935,0.1404494382,85.0,11.0,38.57723601522898,,191.4572278621132,43.65371715634797,23.218115559529,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Bank or other financial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
13,2008.0,1972.0,3.0,90.0,57772.12159024032,1.8192844147968465,85.0,11.0,43.78758942522449,,161.73456338333767,205.86193444047123,21.324800104328922,Unknown,Unknown,Unknown,Unknown,Commercial,Education - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
14,2008.0,1991.0,3.0,80.0,87070.14694361681,1.8192844147968465,85.0,,42.70295956475674,,52.33203626216838,130.07426162267728,0.6456182213778916,Unknown,Unknown,Unknown,Unknown,Commercial,Commercial - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
15,2008.0,1988.0,16.0,80.0,174426.125115288,0.4,85.0,,21.58190221818165,,41.567431710028316,215.3805808668055,0.6317003487771423,Unknown,Unknown,Unknown,Unknown,Commercial,Parking Garage,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
16,2008.0,1994.0,94.0,75.0,5124.464187622918,15.67189063021007,84.0,,37.24667362684125,,38.79490765177768,185.3119332672767,10.737465979436031,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
17,2008.0,1923.0,94.0,75.0,33304.036407095555,15.67189063021007,84.0,,15.347615328762368,,16.62609185887863,547.9384364575151,6.28843821247528,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
18,2008.0,1970.0,5.0,93.0,6197.435820164624,0.1923076923,85.0,,39.38928564491083,,72.07027343932911,105.91434691075975,5.810163643523242,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
19,2009.0,1970.0,202.0,93.0,29184.967054285968,1.5285891576111632,85.0,,26.890102489994586,,82.4069323579214,83.06843242017241,6.1437816539949655,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
20,2008.0,1988.0,202.0,84.0,84830.56424148227,1.5285891576111632,83.0,,5.619179027680391,,15.754885947941958,74.31404813874052,5.438901681589115,40162,Rineyville,KY,4A Mixed - Humid (Baltimore-MD),Commercial,Education - Other classroom,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
21,2009.0,1950.0,4.0,84.0,89093.38061265093,0.5847953216374269,83.0,,1.7566184321338425,,105.54401117448653,191.36894840654406,3.1932429589404716,40162,Rineyville,KY,4A Mixed - Humid (Baltimore-MD),Commercial,Education - Other classroom,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
22,2009.0,1960.0,4.0,92.0,26500.451318539006,0.5847953216374269,85.0,,74.07370703163565,,72.43263536934634,150.7819428732023,2.4147836505759437,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
23,2009.0,2008.0,5.0,92.0,40377.20322442406,2.0833333333333335,85.0,,59.73649099144487,,59.49651961019211,199.1442862503067,7.882619404137995,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
24,2009.0,1950.0,5.0,88.0,15564.156381315606,2.0833333333333335,78.0,,41.06150865361057,,24.05253300690507,194.55671039351898,7.305938058724978,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
25,2009.0,1952.0,2.0,88.0,61656.28339252051,0.3571428571,78.0,,36.20961036588552,,24.96467853787718,211.9872604476788,7.7644260649717065,Unknown,Unknown,Unknown,Unknown,Commercial,Education - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
26,2009.0,1985.0,10.0,96.0,26545.494541312015,2.407318247472316,55.0,,37.18587383418934,,68.3316216355216,122.90192426712923,7.323632231272279,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
27,2009.0,1991.0,10.0,96.0,7285.500308802293,2.407318247472316,168.0,,46.85089105424893,155.9616226807225,66.88843394976224,1072.5245959816066,5.864727452544691,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
28,2009.0,1999.0,21.0,83.0,1475592.99915884,0.5316455696,168.0,11.0,35.574721941314685,165.37314149207387,67.27637895387001,1018.9934373032911,8.483561507647575,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
29,2009.0,2002.0,1.0,65.0,116420.30715124837,0.1851851852,98.0,11.0,26.423468776877414,,65.31377377168042,789.6120119415142,74.729362600089,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
30,2009.0,1962.0,75.0,89.0,1241.2188610926605,2.5531914893617023,60.0,,41.30830891207144,,51.933012861127764,933.9691181651934,61.75193931362597,05478,Saint Albans,VT,6A Cold - Humid (Burlington-VT),Residential,Single Family - Detached,Other Or Combination,Unknown,Boiler - Hot Water,Propane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
31,2009.0,1980.0,75.0,89.0,1226.8613179750832,2.5531914893617023,55.0,,37.903348048240055,5.398175442037144,45.68765152106638,178.25277898755263,8.875539902245203,05478,Saint Albans,VT,6A Cold - Humid (Burlington-VT),Residential,Single Family - Detached,Other Or Combination,Unknown,Boiler - Hot Water,Propane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
32,2009.0,1967.0,140.0,99.0,29897.52300716709,2.0759193357058128,74.0,,19.023750153226082,7.134611758100094,108.51631633339964,174.15231516142768,8.562721248611041,13045,Cortland,NY,5A Cool - Humid (Chicago-IL),Residential,Multifamily - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
33,2009.0,1937.0,140.0,99.0,28549.736292781552,2.0759193357058128,74.0,,13.935921531642636,,65.31603472225225,112.3674797148375,4.359955701610408,13045,Cortland,NY,5A Cool - Humid (Chicago-IL),Residential,Multifamily - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
34,2009.0,1982.0,32.0,25.0,3290.664347199284,5.555555555555555,50.0,,84.11668609543618,,48.69936674125659,182.052510581571,2.6869884599370932,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Bank or other financial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
35,2009.0,1996.0,32.0,97.0,396792.19233388465,5.555555555555555,42.0,,79.17663126761931,,50.99943385714812,170.11194563019527,31.42416674434059,77027,Houston,TX,2A Hot - Humid (Houston-TX),Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
36,2009.0,1922.0,380.0,97.0,390143.82430539303,4.912734324499031,50.0,12.0,36.55016607737399,,34.35996050233738,146.2869281064123,29.2401537135265,77027,Houston,TX,2A Hot - Humid (Houston-TX),Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
37,2009.0,2001.0,380.0,79.0,22785.382962820746,4.912734324499031,98.0,12.0,37.480119581525635,23.03589506473979,99.53324905544153,143.3102975852862,4.820739590985978,15061,Monaca,PA,5A Cool - Humid (Chicago-IL),Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
38,2010.0,2001.0,7.0,79.0,23366.84611288954,3.7837837838,98.0,11.0,53.95165265483978,20.830528802166345,217.88949924219017,207.46520679841595,51.36679330038398,15061,Monaca,PA,5A Cool - Humid (Chicago-IL),Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
39,2009.0,2002.0,20.0,41.0,1826.253846656435,1.6326530612,168.0,11.0,54.842757467923654,,100.01339173968555,161.9477114273617,48.505463667594796,63088,Valley Park,MO,4A Mixed - Humid (Baltimore-MD),Commercial,Food Service - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
40,2009.0,1978.0,5.0,80.0,1766.9554918655451,0.3703703704,168.0,,30.356412374491455,,91.87848114578811,299.89276312336466,1.4070236915907148,63088,Valley Park,MO,4A Mixed - Humid (Baltimore-MD),Commercial,Food Service - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
41,2009.0,1968.0,64.0,43.0,163538.64362339268,1.5248624049939243,168.0,,33.472572158981386,98.07455222623915,163.14711388868142,119.05343919007126,1.515870543937273,Unknown,Unknown,Unknown,Unknown,Commercial,Education - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
42,2010.0,1968.0,64.0,79.0,129348.76071891534,1.5248624049939243,156.0,,236.4962042993464,112.46799324869276,107.61659559830312,958.1707065630061,5.522289229035665,33905,Fort Myers,FL,2A Hot - Humid (Houston-TX),Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
43,2009.0,1950.0,700.0,79.0,133538.47221123506,2.1396258711333904,156.0,,236.45042764234185,34.291478363589306,59.1218733394934,873.3773915615703,4.873653791789654,33905,Fort Myers,FL,2A Hot - Humid (Houston-TX),Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
44,2009.0,2000.0,700.0,76.0,5753.285337509151,2.1396258711333904,92.0,,45.63083328781974,41.81591299451629,102.41008118627343,133.16010487221968,10.304534907723609,30314,Atlanta,GA,3A Warm - Humid (Memphis-TN),Commercial,Public Assembly - Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
45,2009.0,1990.0,460.0,15.0,5642.404337041367,11.149352852780067,92.0,,42.03814375471475,,44.30512162827558,112.59625091454662,9.60002594571714,30314,Atlanta,GA,3A Warm - Humid (Memphis-TN),Commercial,Public Assembly - Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
46,2009.0,1927.0,460.0,39.0,5231.960934821391,11.149352852780067,75.0,9.0,53.76053146038533,,44.22932535639934,66.22367346590435,20.065255410435395,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Bank or other financial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
47,2009.0,1965.0,800.0,73.0,4012.609875531206,1.6,75.0,9.0,50.58683878813531,,353.5041417744775,79.29787142136543,25.236276548338633,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Bank or other financial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
48,2009.0,1996.0,35.0,96.0,26850.882407679233,5.223880597014926,105.0,25.0,237.1107790037718,,321.8070961054636,170.9798564220257,13.616110486420554,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
49,2009.0,1996.0,35.0,92.0,1691.3812477894448,5.223880597014926,88.0,,242.74920420545163,,102.75808179187652,159.34478593791212,12.912247021265443,01803,Burlington,MA,5A Cool - Humid (Chicago-IL),Commercial,Food Service - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
50,2009.0,1920.0,10.0,72.0,1657.8876887662316,1.7793594306049823,88.0,,194.967728375902,52.94511996612449,74.61104738115431,195.90161819374913,6.211964093846085,01803,Burlington,MA,5A Cool - Humid (Chicago-IL),Commercial,Food Service - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
51,2009.0,1968.0,10.0,4.0,770032.201755759,1.7793594306049823,168.0,,186.56363059019168,,35.714823066647675,189.01850516742692,5.71717915547411,11101,Long Island City,NY,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
52,2009.0,1989.0,610.0,100.0,763729.4991074026,1.5061728395,168.0,,23.84126674965694,25.58082338123951,42.98604558845398,20.84150729819779,10.575959673289221,11101,Long Island City,NY,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
53,2009.0,1990.0,16.0,23.0,31051.04989132581,0.2962962963,112.0,11.0,26.250949589578354,17.814727842916874,65.22203095041715,120.14443260692747,9.925763453350314,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
54,2009.0,1955.0,22.0,30.0,1790.9841840263891,1.8723404255,112.0,,15.994819141859985,,57.22110365518066,97.26617430319756,9.615175307253912,95540,Fortuna,CA,4C Mixed - Marine (Salem-OR),Commercial,Food Service - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
55,2010.0,1955.0,6.0,41.0,1814.1101305896836,5.555555555555555,49.0,,13.8187301256,30.52820250672763,55.605149943753275,187.72603591703594,9.054368224304447,95540,Fortuna,CA,4C Mixed - Marine (Salem-OR),Commercial,Food Service - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
56,2010.0,2001.0,6.0,52.0,1620.6655021826891,5.555555555555555,49.0,,204.68806062196518,16.46184677107811,90.57109880300872,167.53728405585682,6.738520269701546,15801,Du Bois,PA,6A Cold - Humid (Burlington-VT),Residential,Single Family - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
57,2011.0,2001.0,4.0,29.0,1843.16120411267,0.4,28.0,,216.47357930572662,23.24878172636456,54.84124388775903,150.84034594147033,4.093538879855506,19438,Harleysville,PA,4A Mixed - Humid (Baltimore-MD),Residential,Single Family - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
58,2010.0,1990.0,200.0,6.0,283245.0650161997,0.4210526316,78.0,13.0,277.6417823093914,,353.2392097999186,149.53788200529323,1.2503645034908064,21252,Baltimore,MD,4A Mixed - Humid (Baltimore-MD),Commercial,Parking Garage,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
59,2011.0,1990.0,40.0,15.0,278913.727222667,0.4866180048661801,78.0,13.0,276.4111608818579,,287.5875080872811,1065.2570801654585,1.4640123621170156,21252,Baltimore,MD,4A Mixed - Humid (Baltimore-MD),Commercial,Parking Garage,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
60,2010.0,1986.0,40.0,80.0,197115.32077403372,0.4866180048661801,87.0,16.0,76.46706945626269,56.374215188733686,33.1628092150902,998.4010475947081,3.377607816964078,96722,Princeville,HI,1A Very Hot - Humid (Miami-FL),Commercial,Lodging - Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
61,2011.0,1986.0,80.0,49.0,192606.93265137813,2.3529411765,87.0,16.0,71.5313251877492,,25.318298302503806,123.25533355359045,5.365053844947406,96722,Princeville,HI,1A Very Hot - Humid (Miami-FL),Commercial,Lodging - Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
62,2010.0,1993.0,10.0,27.0,45198.76156724175,1.0,81.5,14.0,12.947586210522292,,48.03601770196474,121.80853258969485,5.671787200349799,Unknown,Unknown,Unknown,Unknown,Commercial,Grocery store or food market,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
63,2011.0,1993.0,2.0,41.0,61053.673410126765,1.1123470522803114,81.5,14.0,52.808573992150954,14.304934079606237,50.43391385060727,146.5192165707055,11.189723991559067,02903,Providence,RI,5A Cool - Humid (Chicago-IL),Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
64,2010.0,1946.0,2.0,68.0,58251.31660257996,1.1123470522803114,50.0,16.0,59.34920093595704,,105.24931430388119,119.63114500035435,19.729878260108354,02903,Providence,RI,5A Cool - Humid (Chicago-IL),Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
65,2011.0,1946.0,122.0,66.0,172560.69987769515,1.525,50.0,16.0,367.27810750150445,32.8875331107833,80.27299693823774,1094.651865535957,19.027083179369484,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
66,2010.0,1954.0,122.0,32.0,6604.21707432546,1.525,168.0,14.0,357.26622075973285,39.12921762224426,308.09858871010545,1064.0345802245956,42.4181280233968,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Bank or other financial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
67,2010.0,1976.0,682.0,96.0,2161.712785607977,8.92903901544907,54.0,14.0,5.946938831508923,,322.88388196561056,1158.2602791555585,45.87317408171636,17512,Columbia,PA,5A Cool - Humid (Chicago-IL),Residential,Single Family - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
68,2011.0,1976.0,682.0,57.0,8635.6241144746,8.92903901544907,54.0,14.0,9.045577806441777,30.807065412528594,47.18861658778059,1435.0146895367848,65.72720680061109,33609,Tampa,FL,2A Hot - Humid (Houston-TX),Residential,Multifamily - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
69,2010.0,1971.0,8.0,76.0,9218.511751225704,0.8333333333,60.0,14.0,15.936668679138448,42.651394034680926,141.82561513692823,95.01384480407337,62.82921805849151,33609,Tampa,FL,2A Hot - Humid (Houston-TX),Residential,Multifamily - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
70,2011.0,1971.0,3.0,61.0,1289.8247596783476,0.1090909091,168.0,13.0,22.267224082216256,37.142957578400306,101.79627042484641,101.847060635984,2.985278829642434,21921,Elkton,MD,4A Mixed - Humid (Baltimore-MD),Commercial,Commercial - Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
71,2010.0,1969.0,80.0,,1255.8648594089552,2.6666666667,168.0,13.0,20.3260918089084,,67.35150050025969,117.38362522848367,0.6659448439727448,21921,Elkton,MD,4A Mixed - Humid (Baltimore-MD),Commercial,Commercial - Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
72,2011.0,1969.0,5.0,80.0,197696.7207469959,0.8333333333333334,78.0,15.0,11.795542185324358,,468.7199612179869,111.38078616494123,0.7527797180612096,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
73,2010.0,1972.0,5.0,78.0,18963.13572108422,0.8333333333333334,78.0,15.0,7.989347498916447,31.621677582734698,16.22083032446658,91.56484094509149,3.5596422118725806,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
